loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Good vs Bad Loan
Fully Paid,5/11/2021,778911,Car,A2, 36 months,Not Verified,60000,0.0398,193.34,0.0579,7200,13,6493,Good Loan
Fully Paid,1/14/2022,1281827,Car,A2, 36 months,Not Verified,60000,0.1984,128.96,0.0662,4200,29,4642,Good Loan
Fully Paid,8/14/2021,987239,Car,A3, 36 months,Not Verified,44000,0.0982,111.15,0.0699,3600,21,4001,Good Loan
Fully Paid,6/13/2021,1195465,Car,A2, 36 months,Not Verified,54000,0.2227,294.76,0.0662,9600,34,10371,Good Loan
Fully Paid,3/12/2021,397032,Car,A2, 36 months,Not Verified,105000,0.1409,155.96,0.0768,5000,38,5614,Good Loan
Fully Paid,3/12/2021,934744,Car,A2, 36 months,Not Verified,71040,0.0764,90.99,0.0579,3000,25,3117,Good Loan
Fully Paid,10/13/2021,735661,Car,A3, 36 months,Not Verified,22000,0.1309,222.78,0.0714,7200,15,8020,Good Loan
Fully Paid,9/13/2021,715619,Car,A4, 36 months,Not Verified,66000,0.1149,264.45,0.0751,8500,24,9520,Good Loan
Fully Paid,6/11/2021,724759,Car,A3, 36 months,Not Verified,88000,0.0068,123.77,0.0714,4000,22,4117,Good Loan
Fully Paid,1/13/2022,786442,Car,B2, 36 months,Not Verified,90000,0.0913,111.71,0.0925,3500,15,4022,Good Loan
Fully Paid,11/13/2021,748779,Car,B2, 36 months,Not Verified,60000,0.2288,166.37,0.1075,5100,29,5989,Good Loan
Fully Paid,6/12/2021,775520,Car,B4, 36 months,Not Verified,60000,0.0764,309.72,0.0999,9600,12,10687,Good Loan
Fully Paid,10/13/2021,970363,Car,B5, 36 months,Not Verified,65000,0.0762,149.45,0.1199,4500,6,5316,Good Loan
Fully Paid,3/14/2021,802616,Car,B5, 36 months,Not Verified,40000,0.1929,129.75,0.1036,4000,13,4674,Good Loan
Fully Paid,10/10/2021,617757,Car,B2, 36 months,Not Verified,131000,0.2183,362.71,0.1025,11200,34,11655,Good Loan
Fully Paid,10/14/2021,1059082,Car,B3, 36 months,Not Verified,57600,0.1731,294.61,0.1099,9000,18,10606,Good Loan
Fully Paid,6/14/2021,933143,Car,B4, 36 months,Not Verified,96000,0.2493,136.99,0.1074,4200,49,4931,Good Loan
Fully Paid,10/12/2021,607608,Car,B2, 36 months,Not Verified,31200,0.1123,118.69,0.1148,3600,13,4256,Good Loan
Fully Paid,7/14/2021,978668,Car,B4, 36 months,Not Verified,76800,0.1775,164.86,0.1149,5000,8,5935,Good Loan
Fully Paid,10/11/2021,884903,Car,B5, 36 months,Not Verified,75000,0.1704,98.38,0.1111,3000,29,3157,Good Loan
Fully Paid,3/12/2021,990554,Car,B3, 36 months,Not Verified,39000,0.0231,106.39,0.1099,3250,13,3443,Good Loan
Fully Paid,5/11/2021,511576,Car,B2, 36 months,Not Verified,65200,0.1721,98.59,0.1126,3000,36,3430,Good Loan
Fully Paid,12/14/2021,1230766,Car,B1, 36 months,Not Verified,83000,0.1865,161.13,0.0991,5000,18,5800,Good Loan
Fully Paid,4/12/2021,395889,Car,B4, 36 months,Not Verified,62851,0.0903,399.6,0.1218,12000,22,14275,Good Loan
Fully Paid,4/14/2021,864190,Car,B2, 36 months,Not Verified,54996,0.0539,484.01,0.1,15000,11,17424,Good Loan
Fully Paid,4/12/2021,992800,Car,B2, 36 months,Not Verified,56160,0.0549,99.27,0.1059,3050,34,3225,Good Loan
Fully Paid,10/11/2021,632851,Car,B4, 36 months,Not Verified,45000,0.1125,108.03,0.1099,3300,13,3712,Good Loan
Fully Paid,5/12/2021,722341,Car,B2, 36 months,Not Verified,120000,0.1896,182.68,0.1075,5600,50,6340,Good Loan
Fully Paid,2/13/2021,815649,Car,B3, 36 months,Not Verified,99750,0.0729,385.07,0.0962,12000,18,13631,Good Loan
Fully Paid,1/14/2022,1267588,Car,B4, 36 months,Not Verified,108000,0.0964,160.4,0.1242,4800,18,5774,Good Loan
Fully Paid,1/13/2022,784596,Car,B4, 36 months,Not Verified,48000,0.2402,122.6,0.0999,3800,30,4414,Good Loan
Fully Paid,11/12/2021,713865,Car,B2, 36 months,Not Verified,90000,0.1532,55.46,0.1075,1700,48,1970,Good Loan
Fully Paid,7/14/2021,984137,Car,B2, 36 months,Not Verified,70000,0.2309,278.85,0.1114,8500,19,10038,Good Loan
Fully Paid,4/11/2021,834488,Car,B5, 36 months,Not Verified,46800,0.1459,181.17,0.1111,5525,11,5577,Good Loan
Fully Paid,2/12/2021,900219,Car,B3, 36 months,Not Verified,150000,0.0465,389.3,0.1037,12000,16,12843,Good Loan
Fully Paid,5/11/2021,390612,Car,B3, 36 months,Not Verified,120000,0.1451,82.54,0.1158,2500,27,2975,Good Loan
Fully Paid,3/13/2021,1040782,Car,B1, 36 months,Not Verified,100000,0.1268,193.58,0.0999,6000,29,6699,Good Loan
Fully Paid,4/13/2021,618278,Car,B1, 36 months,Not Verified,41000,0.106,289.9,0.0988,9000,39,10437,Good Loan
Fully Paid,5/13/2021,638159,Car,B3, 36 months,Not Verified,45000,0.1,244.2,0.1062,7500,20,8792,Good Loan
Fully Paid,3/11/2021,296474,Car,B2, 36 months,Not Verified,99000,0.0886,578.79,0.0976,18000,24,21247,Good Loan
Fully Paid,8/11/2021,567415,Car,B5, 36 months,Not Verified,29000,0.0691,117.14,0.1253,3500,9,3880,Good Loan
Fully Paid,4/12/2021,988157,Car,B1, 36 months,Not Verified,105000,0.2058,193.58,0.0999,6000,61,6366,Good Loan
Fully Paid,11/14/2021,1097939,Car,B2, 36 months,Not Verified,78000,0.2128,57.01,0.1065,1750,18,2052,Good Loan
Fully Paid,5/10/2021,370454,Car,B2, 36 months,Not Verified,92904,0.198,174.73,0.1051,5375,37,5988,Good Loan
Fully Paid,6/11/2021,542120,Car,C1, 36 months,Not Verified,150000,0.025,319.52,0.1287,9500,17,11012,Good Loan
Fully Paid,6/13/2021,662623,Car,C1, 36 months,Not Verified,80000,0.1761,201.4,0.1273,6000,29,7251,Good Loan
Fully Paid,4/14/2021,887830,Car,C4, 36 months,Not Verified,57600,0.1429,136.33,0.138,4000,17,4908,Good Loan
Fully Paid,10/11/2021,693209,Car,C5, 36 months,Not Verified,46140,0.1165,165.74,0.1472,4800,9,5499,Good Loan
Fully Paid,7/11/2021,505430,Car,C4, 36 months,Not Verified,15000,0.1528,122.13,0.1347,3600,7,4242,Good Loan
Fully Paid,7/14/2021,932478,Car,C5, 36 months,Not Verified,144000,0.0961,264.32,0.1523,7600,14,9515,Good Loan
Fully Paid,1/12/2022,570794,Car,C5, 36 months,Not Verified,100000,0.0895,343.06,0.1426,10000,17,12350,Good Loan
Fully Paid,10/12/2021,928636,Car,C1, 36 months,Not Verified,44400,0.0492,83.86,0.1268,2500,11,2829,Good Loan
Fully Paid,12/11/2021,634592,Car,C2, 36 months,Not Verified,53000,0.1915,215.97,0.1311,6400,27,7438,Good Loan
Fully Paid,7/13/2021,934984,Car,C5, 36 months,Not Verified,19200,0.1406,171.31,0.1417,5000,7,6040,Good Loan
Fully Paid,2/14/2021,1191431,Car,C5, 36 months,Not Verified,48000,0.118,196.77,0.1596,5600,31,6969,Good Loan
Fully Paid,8/14/2021,1235403,Car,C1, 36 months,Not Verified,103000,0.1732,135.73,0.1349,4000,47,4871,Good Loan
Fully Paid,1/11/2022,374794,Car,C5, 36 months,Not Verified,130000,0.1106,202.28,0.1304,6000,32,7282,Good Loan
Fully Paid,8/14/2021,998342,Car,D2, 36 months,Not Verified,126000,0.1276,126.55,0.1599,3600,51,4556,Good Loan
Fully Paid,2/13/2021,736455,Car,D4, 36 months,Not Verified,50000,0.1586,140.53,0.1595,4000,55,4995,Good Loan
Fully Paid,5/12/2021,659194,Car,D3, 36 months,Not Verified,42000,0.11,104.49,0.1533,3000,20,3647,Good Loan
Fully Paid,3/9/2021,377327,Car,A4, 36 months,Not Verified,55000,0.0676,127.79,0.0932,4000,22,4059,Good Loan
Fully Paid,5/13/2021,707878,Car,A2, 36 months,Not Verified,63600,0.2209,123.07,0.0676,4000,21,4424,Good Loan
Fully Paid,8/12/2021,596143,Car,A1, 36 months,Not Verified,200000,0.0694,494.4,0.0705,16000,26,17719,Good Loan
Fully Paid,11/11/2021,1077447,Car,A1, 36 months,Not Verified,48000,0.092,75.4,0.0542,2500,17,2512,Good Loan
Fully Paid,11/14/2021,1210906,Car,A3, 36 months,Not Verified,53000,0.0335,93.34,0.0751,3000,8,3360,Good Loan
Fully Paid,6/12/2021,849947,Car,A3, 36 months,Not Verified,42300,0.1447,61.69,0.0692,2000,14,2142,Good Loan
Fully Paid,1/8/2022,370824,Car,A3, 36 months,Not Verified,75000,0.1781,150.42,0.08,4800,27,4832,Good Loan
Fully Paid,7/14/2021,972813,Car,A4, 36 months,Not Verified,28000,0.1393,149.29,0.0749,4800,19,5374,Good Loan
Fully Paid,11/11/2021,998690,Car,A5, 36 months,Not Verified,42000,0.0177,220.95,0.0849,7000,16,7145,Good Loan
Fully Paid,5/13/2021,771025,Car,A2, 36 months,Not Verified,48000,0.1115,90.99,0.0579,3000,22,3263,Good Loan
Fully Paid,2/14/2021,941999,Car,A1, 36 months,Not Verified,33600,0.1368,162.87,0.0542,5400,15,5856,Good Loan
Fully Paid,2/12/2021,756206,Car,A2, 36 months,Not Verified,65000,0.2494,107.69,0.0676,3500,37,3742,Good Loan
Fully Paid,4/13/2021,1095196,Car,A1, 36 months,Not Verified,19200,0.0225,182.62,0.0603,6000,15,6422,Good Loan
Fully Paid,5/14/2021,893426,Car,A2, 36 months,Not Verified,14400,0.1517,163.01,0.0579,5375,10,5868,Good Loan
Fully Paid,1/13/2022,795814,Car,A4, 36 months,Not Verified,39600,0.0806,303.61,0.0654,9900,8,10930,Good Loan
Fully Paid,7/14/2021,1259806,Car,A1, 36 months,Not Verified,48000,0.0775,76.09,0.0603,2500,12,2717,Good Loan
Fully Paid,8/13/2021,980621,Car,A3, 36 months,Not Verified,41000,0.0808,30.88,0.0699,1000,12,1055,Good Loan
Fully Paid,4/12/2021,454370,Car,A3, 36 months,Not Verified,40000,0.1323,188.02,0.08,6000,17,6739,Good Loan
Fully Paid,12/12/2021,1063721,Car,A5, 36 months,Not Verified,40000,0.1161,157.82,0.0849,5000,29,5414,Good Loan
Fully Paid,5/12/2021,418858,Car,A1, 36 months,Not Verified,48000,0.1207,322.88,0.0737,10400,14,11623,Good Loan
Fully Paid,3/13/2021,869236,Car,A3, 36 months,Not Verified,31577,0.0821,77.11,0.0692,2500,21,2736,Good Loan
Fully Paid,4/12/2021,409174,Car,A1, 36 months,Not Verified,29280,0.0725,55.89,0.0737,1800,16,2012,Good Loan
Fully Paid,8/12/2021,593144,Car,A1, 36 months,Not Verified,109000,0.058,494.4,0.0705,16000,32,17738,Good Loan
Fully Paid,4/11/2021,601235,Car,A1, 36 months,Not Verified,74400,0.0426,231.75,0.0705,7500,31,8014,Good Loan
Fully Paid,12/13/2021,1046913,Car,A2, 36 months,Not Verified,50000,0.2102,228.14,0.0599,7500,32,8163,Good Loan
Fully Paid,10/12/2021,877274,Car,A3, 36 months,Not Verified,102000,0.1242,215.89,0.0692,7000,21,7567,Good Loan
Fully Paid,5/12/2021,600698,Car,A1, 36 months,Not Verified,70000,0.0792,247.2,0.0705,8000,27,8664,Good Loan
Fully Paid,3/14/2021,926657,Car,A5, 36 months,Not Verified,100000,0.1464,187.08,0.0766,6000,16,6739,Good Loan
Fully Paid,6/14/2021,932157,Car,A5, 36 months,Not Verified,120000,0.2412,220.95,0.0849,7000,46,7954,Good Loan
Fully Paid,5/13/2021,618879,Car,B3, 36 months,Not Verified,52000,0.1011,130.24,0.1062,4000,17,4689,Good Loan
Fully Paid,11/12/2021,647818,Car,B2, 36 months,Not Verified,58000,0.1128,485.78,0.1025,15000,11,17281,Good Loan
Fully Paid,12/11/2021,949275,Car,B3, 36 months,Not Verified,43200,0.0936,65.47,0.1099,2000,6,2096,Good Loan
Fully Paid,3/10/2021,595463,Car,B4, 36 months,Not Verified,140000,0.242,799.2,0.1218,24000,11,24244,Good Loan
Fully Paid,12/12/2021,919104,Car,B5, 36 months,Not Verified,16800,0.0471,32.8,0.1111,1000,24,1137,Good Loan
Fully Paid,1/14/2022,1273265,Car,B3, 36 months,Not Verified,26000,0.0711,148.85,0.1171,4500,9,5358,Good Loan
Fully Paid,2/13/2021,599104,Car,B1, 36 months,Not Verified,12000,0.17,147.62,0.1114,4500,5,5315,Good Loan
Fully Paid,10/13/2021,726033,Car,B4, 36 months,Not Verified,50000,0.0151,59.35,0.1149,1800,5,2137,Good Loan
Fully Paid,10/13/2021,1003052,Car,B3, 36 months,Not Verified,36000,0.0587,81.84,0.1099,2500,15,2907,Good Loan
Fully Paid,4/12/2021,582181,Car,B3, 36 months,Not Verified,24300,0.0099,149.11,0.1183,4500,4,5304,Good Loan
Fully Paid,3/11/2021,573959,Car,C3, 36 months,Not Verified,62000,0.0805,118.89,0.1357,3500,15,3969,Good Loan
Fully Paid,5/14/2021,906620,Car,C2, 36 months,Not Verified,49200,0.0402,134.9,0.1306,4000,30,4856,Good Loan
Fully Paid,4/13/2021,631696,Car,C5, 36 months,Not Verified,50000,0.1409,205.71,0.1422,6000,10,7406,Good Loan
Fully Paid,8/12/2021,460293,Car,C3, 36 months,Not Verified,18720,0.2083,118.2,0.1316,3500,8,4256,Good Loan
Fully Paid,2/13/2021,596465,Car,D2, 36 months,Not Verified,124000,0.0825,814.16,0.1496,23500,10,29310,Good Loan
Fully Paid,2/13/2021,596215,Car,D2, 36 months,Not Verified,130000,0.0788,782.98,0.1496,22600,10,28187,Good Loan
Fully Paid,3/10/2021,595963,Car,D2, 36 months,Not Verified,120000,0.0851,817.63,0.1496,23600,10,23895,Good Loan
Fully Paid,12/12/2021,881044,Car,D4, 36 months,Not Verified,36000,0.247,279.88,0.1565,8000,21,9490,Good Loan
Fully Paid,8/12/2021,491642,Car,D3, 36 months,Not Verified,31193,0,138.15,0.1474,4000,4,4973,Good Loan
Fully Paid,11/11/2021,428101,Car,D4, 36 months,Not Verified,22000,0.1975,138.77,0.1505,4000,12,4763,Good Loan
Fully Paid,5/12/2021,391952,Car,D2, 36 months,Not Verified,25000,0.1238,82.52,0.1442,2400,11,2971,Good Loan
Fully Paid,2/13/2021,594840,Car,A1, 36 months,Not Verified,48000,0.0085,231.75,0.0705,7500,18,8344,Good Loan
Fully Paid,11/13/2021,749595,Car,A3, 36 months,Not Verified,38500,0.0549,154.71,0.0714,5000,14,5570,Good Loan
Fully Paid,11/11/2021,948621,Car,A4, 36 months,Not Verified,71040,0.0275,407.44,0.0749,13100,17,13488,Good Loan
Fully Paid,9/14/2021,1015921,Car,A4, 36 months,Not Verified,65000,0.0052,124.41,0.0749,4000,10,4479,Good Loan
Fully Paid,7/12/2021,442399,Car,A4, 36 months,Not Verified,42000,0.0997,185.3,0.0932,5800,27,6716,Good Loan
Fully Paid,9/11/2021,516330,Car,A4, 36 months,Not Verified,42312,0.1211,173.86,0.0859,5500,14,6150,Good Loan
Fully Paid,1/11/2022,769311,Car,A5, 36 months,Not Verified,50000,0.0883,199.67,0.0691,10000,26,6778,Good Loan
Fully Paid,10/13/2021,1049091,Car,A5, 36 months,Not Verified,50000,0.1284,94.69,0.0849,3000,21,3366,Good Loan
Fully Paid,4/13/2021,618122,Car,A5, 36 months,Not Verified,52300,0.0376,337.83,0.0788,10800,21,12163,Good Loan
Fully Paid,6/11/2021,799645,Car,A2, 36 months,Not Verified,45000,0.2216,57.63,0.0579,1900,25,1944,Good Loan
Fully Paid,11/12/2021,751369,Car,A3, 36 months,Not Verified,140000,0.0796,278.48,0.0714,9000,24,9865,Good Loan
Fully Paid,4/14/2021,860102,Car,A4, 36 months,Not Verified,30000,0.0024,62.02,0.0729,2000,4,2233,Good Loan
Fully Paid,12/14/2021,1099330,Car,A4, 36 months,Not Verified,26400,0.1709,118.91,0.079,3800,10,4300,Good Loan
Fully Paid,1/12/2022,951674,Car,A1, 36 months,Not Verified,70000,0.0777,135.72,0.0542,4500,21,4795,Good Loan
Fully Paid,9/14/2021,1019162,Car,A2, 36 months,Not Verified,60000,0.0622,144.49,0.0599,4750,12,5201,Good Loan
Fully Paid,3/14/2021,850593,Car,A2, 36 months,Not Verified,110500,0.0968,272.95,0.0579,9000,26,9826,Good Loan
Fully Paid,3/14/2021,942327,Car,A2, 36 months,Not Verified,42000,0.1331,197.72,0.0599,6500,12,7112,Good Loan
Fully Paid,1/10/2022,403074,Car,A3, 36 months,Not Verified,30000,0.008,172.35,0.08,5500,21,6034,Good Loan
Fully Paid,5/12/2021,416411,Car,A3, 36 months,Not Verified,23198,0.0895,188.02,0.08,6000,21,6769,Good Loan
Fully Paid,8/13/2021,835549,Car,A4, 36 months,Not Verified,70000,0.0427,93.03,0.0729,3000,5,3334,Good Loan
Fully Paid,1/12/2022,961133,Car,A4, 36 months,Not Verified,110000,0.0693,99.53,0.0749,3200,17,3481,Good Loan
Fully Paid,3/11/2021,357323,Car,A4, 36 months,Not Verified,31000,0.085,50.38,0.0832,1800,11,1806,Good Loan
Fully Paid,11/12/2021,604357,Car,A5, 36 months,Not Verified,84000,0.0913,190.63,0.0894,6000,4,6691,Good Loan
Fully Paid,6/14/2021,927319,Car,A5, 36 months,Not Verified,30000,0.072,187.08,0.0766,6000,21,6722,Good Loan
Fully Paid,8/12/2021,1011709,Car,A1, 36 months,Not Verified,35000,0.1282,144.77,0.0542,4800,15,4966,Good Loan
Fully Paid,11/14/2021,1109494,Car,A2, 36 months,Not Verified,80000,0.1425,368.45,0.0662,12000,14,13264,Good Loan
Fully Paid,3/14/2021,874733,Car,A2, 36 months,Not Verified,47000,0.1006,121.31,0.0579,4000,13,4344,Good Loan
Fully Paid,6/14/2021,942686,Car,A3, 36 months,Not Verified,34200,0.0242,222.29,0.0699,7200,6,8002,Good Loan
Fully Paid,3/14/2021,850858,Car,A4, 36 months,Not Verified,65000,0.0414,130.25,0.0729,4200,8,4690,Good Loan
Fully Paid,6/12/2021,458437,Car,A4, 36 months,Not Verified,98000,0.0277,127.79,0.0932,4000,25,4599,Good Loan
Fully Paid,10/12/2021,1033127,Car,A1, 36 months,Not Verified,68500,0.0519,60.32,0.0542,2000,14,2099,Good Loan
Fully Paid,1/11/2022,939281,Car,A1, 36 months,Not Verified,36000,0.0567,337.8,0.0542,11200,24,11527,Good Loan
Fully Paid,3/13/2021,877916,Car,A2, 36 months,Not Verified,60000,0.2162,212.29,0.0579,7000,12,7552,Good Loan
Fully Paid,9/12/2021,862606,Car,A4, 36 months,Not Verified,14400,0.0208,124.04,0.0729,4000,3,4322,Good Loan
Fully Paid,4/12/2021,414464,Car,A4, 36 months,Not Verified,189996,0.0105,268.36,0.0932,8400,13,9661,Good Loan
Fully Paid,6/12/2021,848574,Car,A4, 36 months,Not Verified,43300,0.051,248.08,0.0729,8000,10,8568,Good Loan
Fully Paid,12/13/2021,766062,Car,A5, 36 months,Not Verified,8004,0.087,93.85,0.0788,3000,16,3379,Good Loan
Fully Paid,5/14/2021,898423,Car,A1, 36 months,Not Verified,36000,0.0787,92.75,0.0542,3075,27,3339,Good Loan
Fully Paid,8/12/2021,974641,Car,A3, 36 months,Not Verified,27000,0.052,52.49,0.0699,1700,5,1809,Good Loan
Fully Paid,8/14/2021,1071722,Car,A3, 36 months,Not Verified,84000,0.1194,185.24,0.0699,6000,34,6665,Good Loan
Fully Paid,7/14/2021,961022,Car,A4, 36 months,Not Verified,45600,0.2211,62.21,0.0749,2000,13,2239,Good Loan
Fully Paid,4/12/2021,920749,Car,A1, 36 months,Not Verified,60000,0.069,150.8,0.0542,5000,19,5216,Good Loan
Fully Paid,6/14/2021,974139,Car,A1, 36 months,Not Verified,39336,0.1293,105.56,0.0542,3500,10,3786,Good Loan
Fully Paid,8/13/2021,1019037,Car,A2, 36 months,Not Verified,42000,0.2183,180.99,0.0599,5950,17,6448,Good Loan
Fully Paid,12/14/2021,1227186,Car,A2, 36 months,Not Verified,69000,0.1108,128.96,0.0662,4200,15,4642,Good Loan
Fully Paid,4/13/2021,679135,Car,A3, 36 months,Not Verified,52000,0.051,185.65,0.0714,6000,25,6677,Good Loan
Fully Paid,2/12/2021,904859,Car,A5, 36 months,Not Verified,40000,0.1923,140.31,0.0766,4500,16,4733,Good Loan
Fully Paid,6/12/2021,602264,Car,A3, 36 months,Not Verified,60495,0.1343,185.64,0.0714,6000,15,6634,Good Loan
Fully Paid,8/14/2021,1003659,Car,A3, 36 months,Not Verified,48000,0.1865,92.62,0.0699,3000,18,3334,Good Loan
Fully Paid,6/12/2021,595082,Car,A1, 36 months,Not Verified,130000,0.0498,278.1,0.0705,9000,28,9768,Good Loan
Fully Paid,2/13/2021,602508,Car,A3, 36 months,Not Verified,70000,0.0211,156.1,0.0774,5000,16,5620,Good Loan
Fully Paid,8/14/2021,1223530,Car,A5, 36 months,Not Verified,112440,0.1411,285.78,0.089,9000,33,10267,Good Loan
Fully Paid,6/12/2021,435726,Car,A1, 36 months,Not Verified,42000,0.0657,111.77,0.0737,3600,16,4023,Good Loan
Fully Paid,6/12/2021,433009,Car,A2, 36 months,Not Verified,36300,0.0093,124.77,0.0768,4000,5,4507,Good Loan
Fully Paid,9/12/2021,847753,Car,A2, 36 months,Not Verified,42000,0.1631,194.1,0.0579,6400,12,6803,Good Loan
Fully Paid,8/12/2021,491508,Car,A4, 36 months,Not Verified,16000,0,102.23,0.0932,3200,8,3680,Good Loan
Fully Paid,11/13/2021,745351,Car,A4, 36 months,Not Verified,40000,0.2022,186.67,0.0751,6000,13,6720,Good Loan
Fully Paid,11/12/2021,552711,Car,A4, 36 months,Not Verified,25000,0.072,316.11,0.0859,10000,10,11380,Good Loan
Fully Paid,7/12/2021,1265281,Car,A4, 36 months,Not Verified,53000,0.1723,156.46,0.079,5000,21,5185,Good Loan
Fully Paid,10/12/2021,596653,Car,A2, 36 months,Not Verified,73000,0.0044,248.48,0.074,8000,16,8930,Good Loan
Fully Paid,3/14/2021,834068,Car,A1, 36 months,Not Verified,44000,0.0297,187,0.0542,6200,31,6732,Good Loan
Fully Paid,3/12/2021,651233,Car,A1, 36 months,Not Verified,37315,0.0119,61.2,0.0639,2000,22,2121,Good Loan
Fully Paid,12/11/2021,595085,Car,A1, 36 months,Not Verified,74500,0.1638,355.35,0.0705,11500,40,12580,Good Loan
Fully Paid,11/12/2021,554033,Car,A3, 36 months,Not Verified,30000,0.0668,174.83,0.0774,5600,9,6293,Good Loan
Fully Paid,7/11/2021,938040,Car,A4, 36 months,Not Verified,74400,0.1365,108.54,0.0729,3500,12,3522,Good Loan
Fully Paid,2/11/2021,422393,Car,A3, 36 months,Not Verified,70500,0.1711,470.05,0.08,15000,16,16559,Good Loan
Fully Paid,6/14/2021,922807,Car,A5, 36 months,Not Verified,53196,0.166,93.54,0.0766,3000,21,3383,Good Loan
Fully Paid,11/11/2021,807060,Car,A2, 36 months,Not Verified,70000,0.0185,131.93,0.0579,4350,15,4536,Good Loan
Fully Paid,11/13/2021,750023,Car,A2, 36 months,Not Verified,30000,0.0568,127.69,0.0676,4150,21,4597,Good Loan
Fully Paid,10/10/2021,349026,Car,A3, 36 months,Not Verified,44500,0.0777,219.36,0.08,7000,21,7833,Good Loan
Fully Paid,6/14/2021,929259,Car,A5, 36 months,Not Verified,66000,0.0095,218.26,0.0766,7000,7,7857,Good Loan
Fully Paid,5/12/2021,708032,Car,A2, 36 months,Not Verified,52800,0.1139,138.46,0.0676,4500,24,4774,Good Loan
Fully Paid,5/14/2021,894687,Car,A3, 36 months,Not Verified,24000,0.056,154.21,0.0692,5000,10,5551,Good Loan
Fully Paid,11/12/2021,814771,Car,A3, 36 months,Not Verified,25200,0.0371,149.45,0.0617,4900,21,5290,Good Loan
Fully Paid,5/12/2021,422006,Car,A2, 36 months,Not Verified,24000,0,311.91,0.0768,10000,9,11229,Good Loan
Fully Paid,8/10/2021,517674,Car,A3, 36 months,Not Verified,75400,0.1286,191.22,0.0774,6125,15,6403,Good Loan
Fully Paid,12/11/2021,366625,Car,A3, 36 months,Not Verified,40000,0.0648,313.37,0.08,10000,23,11281,Good Loan
Fully Paid,11/11/2021,361181,Car,A5, 36 months,Not Verified,21000,0.0171,110.7,0.0863,5000,6,3985,Good Loan
Fully Paid,5/11/2021,448561,Car,A5, 36 months,Not Verified,70004,0.0756,256.76,0.0963,8000,17,9036,Good Loan
Fully Paid,2/14/2021,1083658,Car,A5, 36 months,Not Verified,36000,0.2487,76.55,0.0849,2425,19,2752,Good Loan
Fully Paid,8/14/2021,997144,Car,A2, 36 months,Not Verified,81600,0.0847,170.34,0.0599,5600,14,6132,Good Loan
Fully Paid,6/12/2021,434505,Car,A3, 36 months,Not Verified,37050,0.1263,250.69,0.08,8000,23,9025,Good Loan
Fully Paid,7/12/2021,449570,Car,A5, 36 months,Not Verified,45000,0.0536,96.29,0.0963,3000,6,3466,Good Loan
Fully Paid,4/13/2021,616092,Car,A4, 36 months,Not Verified,58000,0.1186,199.1,0.0751,6400,18,7168,Good Loan
Fully Paid,4/10/2021,390093,Car,A4, 36 months,Not Verified,60000,0.0178,319.47,0.0932,10000,30,10911,Good Loan
